index,raw,opcode,message,timestamp,aliased_addr,cache_line_index_aliased,cache_line_index_unaliased,dirty,dmask,fillo,hreq_id,ns,nxm,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
260,0x2844300000008580,5,ECI_CMD_MREQ_RLDX,58076200209,0x0000008580,,,,0,,,1,,17,0,0x0000008580,6,,,0,4,0,
261,0x5004000000008080,10,ECI_CMD_MRSP_PEMD,58076200211,,257,257,0,0,0,,,0,1,3,,10,0,0,,0,,0
262,0x5043c00000008680,10,ECI_CMD_MRSP_PEMD,58076200288,,269,269,0,15,0,,,0,16,4,,4,0,0,,0,,0
263,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,58076200310,,259,259,0,15,0,,,0,0,4,,4,0,0,,0,,0
264,0x5003c00000008280,10,ECI_CMD_MRSP_PEMD,58076200332,,261,261,0,15,0,,,0,0,4,,4,0,0,,0,,0
265,0x5007c00000008380,10,ECI_CMD_MRSP_PEMD,58076200354,,263,263,0,15,0,,,0,1,4,,4,0,0,,0,,0
266,0x5047c00000008480,10,ECI_CMD_MRSP_PEMD,58076200376,,265,265,0,15,0,,,0,17,4,,4,0,0,,0,,0
267,0x5047c00000008580,10,ECI_CMD_MRSP_PEMD,58076200398,,267,267,0,15,0,,,0,17,4,,4,0,0,,0,,0
268,0x1807e00000008080,3,ECI_CMD_MRSP_VICDHI,58076200619,0x0000008080,,,,15,,1,1,,,2,0x0000008080,4,,,,0,,0
269,0x180fe00000008180,3,ECI_CMD_MRSP_VICDHI,58076200818,0x0000008180,,,,15,,3,1,,,2,0x0000008180,4,,,,0,,0
270,0x1817e00000008280,3,ECI_CMD_MRSP_VICDHI,58076200822,0x0000008280,,,,15,,5,1,,,2,0x0000008280,4,,,,0,,0
271,0x181fe00000008380,3,ECI_CMD_MRSP_VICDHI,58076200826,0x0000008380,,,,15,,7,1,,,2,0x0000008380,4,,,,0,,0
272,0x1827e00000008480,3,ECI_CMD_MRSP_VICDHI,58076200830,0x0000008480,,,,15,,9,1,,,2,0x0000008480,4,,,,0,,0
